GENDER,AGE_GRP,JOB_NM,TRAVEL_TERM,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_MOTIVE,TRAVEL_COMPANIONS_NUM,TRAVEL_ID
남,20,전문가 및 관련 종사자,1년,47130,42150,50110,도시 선호(중),자연 선호(강),자연 선호(강),도시 선호(강),도시 선호(중),도시 선호(중),자연 선호(강),도시 선호(강),서울특별시,충북,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g001132
남,20,학생,1년,41820,48220,26350,자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),자연 선호(약),자연 선호(약),자연 선호(중),자연 선호(중),충청남도,충남,나홀로 여행,새로운 경험 추구,0,g_g007694
남,40,서비스 종사자,1년,46720,45110,46710,도시 선호(약),자연 선호(약),자연 선호(약),자연 선호(약),자연 선호(약),자연 선호(약),자연 선호(약),도시 선호(약),광주광역시,전북,2인 가족 여행,여행 동반자와의 친밀감 및 유대감 증진,1,g_g007248
남,40,전문가 및 관련 종사자,1주일,50130,42150,43130,자연 선호(약),자연 선호(중),자연 선호(중),자연 선호(중),도시 선호(중),자연 선호(중),자연 선호(중),도시 선호(중),경기도,충북,3인 이상 여행(가족 외),"운동, 건강 증진 및 충전",1,g_g011045
여,30,사무 종사자,1주일,50110,26200,42210,자연 선호(약),자연 선호(중),자연 선호(중),도시 선호(약),도시 선호(약),자연 선호(중),도시 선호(중),도시 선호(중),서울특별시,전북,나홀로 여행,"역사 탐방, 문화적 경험 등 교육적 동기",0,g_g000712
여,60,판매 종사자,1년,46710,46880,50110,자연 선호(약),도시 선호(약),도시 선호(약),자연 선호(중),자연 선호(중),중립,자연 선호(중),자연 선호(강),전라남도,광주,나홀로 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",0,g_g001297
남,40,장치․기계 조작 및 조립 종사자,기타,47930,42230,44825,자연 선호(강),자연 선호(강),자연 선호(강),중립,도시 선호(중),중립,자연 선호(중),자연 선호(중),경기도,전북,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,2,g_g002588
남,20,학생,한달,41280,50110,26350,중립,자연 선호(강),도시 선호(강),자연 선호(강),중립,도시 선호(강),자연 선호(강),중립,서울특별시,충남,2인 여행(가족 외),"역사 탐방, 문화적 경험 등 교육적 동기",1,g_g007622
여,30,전문가 및 관련 종사자,한달,42150,43150,45130,자연 선호(중),자연 선호(약),자연 선호(중),자연 선호(약),자연 선호(약),자연 선호(약),도시 선호(약),자연 선호(약),대전광역시,전북,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g000220
남,20,학생,한달,42210,11710,42150,자연 선호(강),자연 선호(강),자연 선호(강),중립,중립,자연 선호(강),중립,도시 선호(강),경기도,충북,부모 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",2,g_g004289
여,60,사무 종사자,1년,42150,50130,48310,자연 선호(중),자연 선호(약),자연 선호(중),자연 선호(약),자연 선호(중),자연 선호(중),도시 선호(중),도시 선호(중),서울특별시,충북,3인 이상 여행(가족 외),"운동, 건강 증진 및 충전",2,g_g004138
남,30,전문가 및 관련 종사자,한달,50110,30170,11680,도시 선호(약),도시 선호(강),도시 선호(중),자연 선호(약),도시 선호(약),자연 선호(중),도시 선호(약),자연 선호(중),세종특별자치시,대전,나홀로 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",0,g_g001113
여,30,전문가 및 관련 종사자,한달,11110,26350,29155,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(강),도시 선호(강),도시 선호(강),도시 선호(강),전라남도,전남,2인 가족 여행,SNS 사진 등록 등 과시,1,g_g001879
여,20,서비스 종사자,1년,26230,50110,50130,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(약),자연 선호(중),자연 선호(강),도시 선호(강),서울특별시,충북,나홀로 여행,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,0,g_g007614
여,20,서비스 종사자,1년,50130,50110,26350,중립,자연 선호(강),자연 선호(강),도시 선호(강),도시 선호(강),중립,자연 선호(중),도시 선호(강),전라북도,전북,나홀로 여행,SNS 사진 등록 등 과시,0,g_g012780
남,30,전문가 및 관련 종사자,한달,42720,44130,26710,중립,자연 선호(중),자연 선호(중),자연 선호(강),자연 선호(중),중립,자연 선호(중),도시 선호(강),충청남도,충남,나홀로 여행,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,0,g_g012392
여,20,전문가 및 관련 종사자,한달,42150,42210,26500,자연 선호(중),자연 선호(중),도시 선호(중),자연 선호(약),자연 선호(중),도시 선호(약),도시 선호(강),도시 선호(중),경기도,충남,3인 이상 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",5,g_g003398
여,50,전문가 및 관련 종사자,한달,45790,46130,30110,중립,중립,중립,중립,중립,중립,중립,중립,전라북도,전남,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,3,g_g011931
여,60,서비스 종사자,1년,42210,42150,42170,중립,중립,중립,중립,도시 선호(중),중립,중립,자연 선호(약),서울특별시,충남,나홀로 여행,"역사 탐방, 문화적 경험 등 교육적 동기",0,g_g012311
여,20,기타,1년,26350,50110,42150,중립,자연 선호(강),자연 선호(중),자연 선호(강),도시 선호(중),자연 선호(강),도시 선호(강),도시 선호(강),경기도,충북,3인 이상 여행(가족 외),SNS 사진 등록 등 과시,3,g_g008062
남,30,전문가 및 관련 종사자,한달,26500,30200,46130,자연 선호(약),자연 선호(강),자연 선호(약),도시 선호(약),도시 선호(중),도시 선호(약),자연 선호(중),도시 선호(중),전라북도,대전,2인 가족 여행,여행 동반자와의 친밀감 및 유대감 증진,1,g_g012689
남,30,사무 종사자,한달,50110,26350,42830,자연 선호(약),자연 선호(강),자연 선호(중),중립,도시 선호(약),자연 선호(약),도시 선호(약),도시 선호(강),경기도,충북,자녀 동반 여행,여행 동반자와의 친밀감 및 유대감 증진,2,g_g000471
여,40,사무 종사자,1년,44825,11110,30200,도시 선호(중),도시 선호(강),자연 선호(약),자연 선호(중),자연 선호(중),도시 선호(강),자연 선호(약),도시 선호(중),전라남도,전북,부모 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",2,g_g006913
남,20,학생,1년,11680,46820,11710,도시 선호(강),자연 선호(강),도시 선호(약),중립,자연 선호(강),도시 선호(중),중립,자연 선호(강),전라남도,대전,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g003058
여,30,사무 종사자,1년,50110,42150,26350,중립,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),중립,자연 선호(강),자연 선호(강),경기도,광주,나홀로 여행,"역사 탐방, 문화적 경험 등 교육적 동기",0,g_g000402
여,30,사무 종사자,1년,48120,42150,43110,중립,자연 선호(강),자연 선호(강),중립,자연 선호(강),자연 선호(강),도시 선호(강),자연 선호(강),경기도,충남,나홀로 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",0,g_g011927
남,20,사무 종사자,한달,45710,42830,50130,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(중),자연 선호(강),자연 선호(강),자연 선호(중),도시 선호(약),전라북도,대전,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g002988
여,30,서비스 종사자,한달,50130,26350,11680,자연 선호(약),자연 선호(약),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(강),도시 선호(약),전라북도,전북,나홀로 여행,새로운 경험 추구,0,g_g010807
남,20,사무 종사자,한달,42210,50110,45110,중립,자연 선호(중),자연 선호(중),중립,도시 선호(중),자연 선호(약),자연 선호(중),자연 선호(중),대전광역시,전북,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g000226
여,30,사무 종사자,한달,11305,29200,46800,중립,자연 선호(중),자연 선호(중),도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(중),자연 선호(중),전라남도,대전,자녀 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",3,g_g000654
여,40,전문가 및 관련 종사자,한달,42150,45130,47110,중립,자연 선호(강),자연 선호(중),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(중),도시 선호(강),경기도,충남,자녀 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",7,g_g004139
남,20,전문가 및 관련 종사자,기타,50110,44825,42150,자연 선호(강),자연 선호(강),중립,도시 선호(중),자연 선호(강),자연 선호(중),자연 선호(강),도시 선호(강),경기도,충남,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g000560
여,20,전문가 및 관련 종사자,한달,50110,11170,26350,자연 선호(중),자연 선호(중),자연 선호(강),중립,도시 선호(약),도시 선호(약),중립,도시 선호(중),충청남도,충북,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g000522
여,30,학생,1년,50110,26350,11710,도시 선호(중),자연 선호(중),중립,자연 선호(약),자연 선호(중),중립,도시 선호(강),자연 선호(약),대전광역시,전북,2인 여행(가족 외),새로운 경험 추구,1,g_g005200
여,20,사무 종사자,한달,50110,42830,46130,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(약),자연 선호(중),중립,자연 선호(약),도시 선호(강),충청북도,광주,나홀로 여행,새로운 경험 추구,0,g_g005165
남,30,기타,1년,46130,11710,30200,중립,자연 선호(중),도시 선호(중),자연 선호(중),자연 선호(중),자연 선호(중),도시 선호(중),도시 선호(중),전라북도,전남,2인 가족 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g001740
여,20,학생,1년,50130,50110,11680,중립,자연 선호(강),자연 선호(강),중립,자연 선호(강),자연 선호(강),도시 선호(중),도시 선호(중),충청남도,충남,2인 여행(가족 외),새로운 경험 추구,1,g_g007524
남,20,학생,1년,50130,46130,26350,자연 선호(약),자연 선호(강),자연 선호(중),자연 선호(약),자연 선호(중),자연 선호(중),자연 선호(약),도시 선호(중),경기도,전남,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g005438
여,20,사무 종사자,한달,42830,50130,42210,자연 선호(중),자연 선호(강),자연 선호(강),중립,자연 선호(중),자연 선호(강),도시 선호(중),도시 선호(약),서울특별시,전북,부모 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",3,g_g001352
남,30,사무 종사자,1주일,50110,42150,11680,자연 선호(약),자연 선호(강),자연 선호(강),자연 선호(중),자연 선호(중),자연 선호(약),자연 선호(강),도시 선호(강),전라북도,전남,2인 여행(가족 외),기타,1,g_g001765
남,20,서비스 종사자,한달,50110,42210,46710,자연 선호(중),자연 선호(약),자연 선호(약),자연 선호(강),자연 선호(강),자연 선호(약),도시 선호(중),도시 선호(약),전라북도,전북,2인 가족 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g011102
여,30,서비스 종사자,한달,11110,45180,44825,중립,중립,중립,도시 선호(강),도시 선호(강),자연 선호(강),도시 선호(강),도시 선호(약),충청남도,충남,자녀 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",2,g_g002533
남,20,사무 종사자,1년,42150,50130,43110,자연 선호(약),자연 선호(강),자연 선호(약),자연 선호(중),자연 선호(약),자연 선호(약),자연 선호(중),도시 선호(약),서울특별시,충북,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g005282
여,40,전문가 및 관련 종사자,한달,44150,45110,30200,중립,중립,자연 선호(약),자연 선호(약),자연 선호(약),자연 선호(약),중립,도시 선호(약),충청북도,충남,2인 가족 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g010908
남,20,학생,1년,41820,42210,50130,자연 선호(중),자연 선호(중),중립,도시 선호(약),도시 선호(약),도시 선호(중),자연 선호(약),중립,경기도,전남,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g005280
여,30,사무 종사자,한달,41610,41110,11110,자연 선호(강),자연 선호(강),자연 선호(중),도시 선호(중),자연 선호(중),도시 선호(중),자연 선호(중),도시 선호(중),서울특별시,충북,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g001599
남,50,관리자,1년,26500,46130,50130,자연 선호(강),자연 선호(중),도시 선호(약),자연 선호(약),중립,중립,도시 선호(중),자연 선호(중),경기도,전북,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g011200
여,30,전문가 및 관련 종사자,1년,26350,41110,11710,도시 선호(강),중립,자연 선호(중),도시 선호(약),도시 선호(약),도시 선호(중),자연 선호(강),도시 선호(중),경기도,대전,자녀 동반 여행,"역사 탐방, 문화적 경험 등 교육적 동기",2,g_g010860
여,30,기타,한달,26350,50110,42150,자연 선호(강),도시 선호(중),자연 선호(강),중립,자연 선호(강),도시 선호(중),자연 선호(강),도시 선호(강),경상남도,전북,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g003589
여,20,사무 종사자,한달,50130,26350,46130,도시 선호(약),도시 선호(중),도시 선호(강),도시 선호(약),자연 선호(중),도시 선호(중),도시 선호(강),자연 선호(강),대전광역시,충남,2인 여행(가족 외),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",1,g_g001932
남,20,학생,한달,41110,26230,42150,중립,도시 선호(약),도시 선호(약),도시 선호(약),자연 선호(중),도시 선호(약),자연 선호(약),자연 선호(약),대전광역시,충남,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g011944
남,30,전문가 및 관련 종사자,1년,50130,50110,42230,자연 선호(강),자연 선호(강),자연 선호(강),중립,중립,중립,자연 선호(중),도시 선호(중),서울특별시,충남,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g001584
남,50,서비스 종사자,한달,42110,42210,42150,자연 선호(중),중립,자연 선호(강),자연 선호(중),중립,자연 선호(중),중립,중립,경기도,전남,2인 가족 여행,여행 동반자와의 친밀감 및 유대감 증진,1,g_g000236
남,30,사무 종사자,1년,50110,11440,26350,도시 선호(강),중립,도시 선호(약),자연 선호(약),도시 선호(약),도시 선호(중),자연 선호(약),자연 선호(중),충청북도,경기,나홀로 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",0,e_e000043
남,30,사무 종사자,1년,42170,26170,50110,중립,중립,중립,중립,자연 선호(약),중립,중립,도시 선호(약),충청북도,세종,나홀로 여행,"역사 탐방, 문화적 경험 등 교육적 동기",0,g_g003438
