TRAVEL_ID,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,TRAVEL_MISSION_CHECK
g_g006477,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가",2023-08-26,2023-08-28,쇼핑;SNS 인생샷 여행;지역 축제/이벤트 참가
g_g006482,드라마 촬영지 방문;SNS 인생샷 여행;신규 여행지 발굴;역사 유적지 방문;시티투어,2023-08-26,2023-08-28,역사 유적지 방문;시티투어;쇼핑
g_g006489,쇼핑;SNS 인생샷 여행;역사 유적지 방문;지역 문화예술/공연/전시시설 관람,2023-08-29,2023-08-31,역사 유적지 방문;지역 문화예술/공연/전시시설 관람;쇼핑
g_g006492,드라마 촬영지 방문;SNS 인생샷 여행;역사 유적지 방문;인플루언서 따라하기 여행;쇼핑;지역 문화예술/공연/전시시설 관람,2023-09-08,2023-09-11,인플루언서 따라하기 여행;역사 유적지 방문;쇼핑
g_g006496,쇼핑;온천/스파;교육/체험 프로그램 참가;드라마 촬영지 방문;지역 축제/이벤트 참가,2023-09-08,2023-09-12,역사 유적지 방문;반려동물 동반 여행;종교/성지 순례
g_g006497,"교육/체험 프로그램 참가;역사 유적지 방문;야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가",2023-08-16,2023-08-19,역사 유적지 방문;지역 문화예술/공연/전시시설 관람;Well-ness 여행
g_g006510,"온천/스파;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;신규 여행지 발굴;지역 문화예술/공연/전시시설 관람",2023-08-17,2023-08-19,"테마파크, 놀이시설, 동/식물원 방문;온천/스파;Well-ness 여행"
g_g006516,"야외 스포츠, 레포츠 활동;시티투어;쇼핑;유흥/오락(나이트라이프)",2023-08-19,2023-08-21,"야외 스포츠, 레포츠 활동;시티투어;쇼핑"
g_g006517,호캉스 여행;역사 유적지 방문;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가,2023-08-18,2023-08-21,역사 유적지 방문;지역 문화예술/공연/전시시설 관람;호캉스 여행
g_g006523,교육/체험 프로그램 참가;Well-ness 여행;지역 문화예술/공연/전시시설 관람,2023-08-19,2023-08-21,교육/체험 프로그램 참가;Well-ness 여행;신규 여행지 발굴
g_g006524,"SNS 인생샷 여행;신규 여행지 발굴;인플루언서 따라하기 여행;야외 스포츠, 레포츠 활동;유흥/오락(나이트라이프)",2023-08-19,2023-08-21,"야외 스포츠, 레포츠 활동;인플루언서 따라하기 여행;쇼핑"
g_g006529,"쇼핑;SNS 인생샷 여행;야외 스포츠, 레포츠 활동",2023-08-15,2023-08-16,"쇼핑;야외 스포츠, 레포츠 활동;SNS 인생샷 여행"
g_g006548,"온천/스파;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;호캉스 여행",2023-08-16,2023-08-18,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;호캉스 여행"
g_g006578,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;호캉스 여행;지역 문화예술/공연/전시시설 관람",2023-08-18,2023-08-21,"테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;호캉스 여행"
g_g006588,"야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람;SNS 인생샷 여행;쇼핑;친환경 여행(플로깅 여행);인플루언서 따라하기 여행;등반 여행;야외 스포츠, 레포츠 활동",2023-08-20,2023-08-22,"야외 스포츠, 레포츠 활동;SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람"
g_g006601,SNS 인생샷 여행;반려동물 동반 여행;인플루언서 따라하기 여행;역사 유적지 방문;지역 축제/이벤트 참가,2023-08-15,2023-08-16,반려동물 동반 여행;쇼핑;지역 축제/이벤트 참가
g_g006606,친환경 여행(플로깅 여행);신규 여행지 발굴,2023-08-15,2023-08-16,지역 문화예술/공연/전시시설 관람;신규 여행지 발굴;역사 유적지 방문
g_g006629,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;친환경 여행(플로깅 여행);지역 문화예술/공연/전시시설 관람",2023-09-06,2023-09-09,"지역 축제/이벤트 참가;테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람"
g_g006651,지역 문화예술/공연/전시시설 관람;SNS 인생샷 여행,2023-08-18,2023-08-21,지역 문화예술/공연/전시시설 관람;호캉스 여행;SNS 인생샷 여행
g_g006666,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;시티투어;지역 문화예술/공연/전시시설 관람",2023-08-22,2023-08-25,"지역 문화예술/공연/전시시설 관람;SNS 인생샷 여행;테마파크, 놀이시설, 동/식물원 방문"
g_g006668,쇼핑;Well-ness 여행;SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람,2023-08-17,2023-08-19,지역 문화예술/공연/전시시설 관람;Well-ness 여행;SNS 인생샷 여행
g_g006677,쇼핑;SNS 인생샷 여행;역사 유적지 방문;시티투어;지역 문화예술/공연/전시시설 관람,2023-08-17,2023-08-18,SNS 인생샷 여행;인플루언서 따라하기 여행;시티투어
g_g006698,"시티투어;지역 문화예술/공연/전시시설 관람;쇼핑;테마파크, 놀이시설, 동/식물원 방문",2023-08-19,2023-08-20,"테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;쇼핑"
g_g006715,"교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문;인플루언서 따라하기 여행",2023-08-20,2023-08-23,"테마파크, 놀이시설, 동/식물원 방문;교육/체험 프로그램 참가;SNS 인생샷 여행"
g_g006718,드라마 촬영지 방문;Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴;인플루언서 따라하기 여행,2023-08-18,2023-08-19,역사 유적지 방문;시티투어;인플루언서 따라하기 여행
g_g006725,역사 유적지 방문;시티투어;신규 여행지 발굴;SNS 인생샷 여행;인플루언서 따라하기 여행;쇼핑;Well-ness 여행;종교/성지 순례,2023-08-19,2023-08-21,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;신규 여행지 발굴"
g_g006730,"SNS 인생샷 여행;쇼핑;테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람",2023-08-23,2023-08-25,SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람;Well-ness 여행
g_g006739,"쇼핑;온천/스파;테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;유흥/오락(나이트라이프)",2023-08-20,2023-08-21,"테마파크, 놀이시설, 동/식물원 방문;신규 여행지 발굴;쇼핑"
g_g006741,드라마 촬영지 방문;SNS 인생샷 여행;호캉스 여행;신규 여행지 발굴;인플루언서 따라하기 여행,2023-08-19,2023-08-22,SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람;인플루언서 따라하기 여행
g_g006764,Well-ness 여행;SNS 인생샷 여행;시티투어;지역 문화예술/공연/전시시설 관람,2023-09-09,2023-09-10,쇼핑;지역 문화예술/공연/전시시설 관람;시티투어
g_g006768,교육/체험 프로그램 참가;Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴;친환경 여행(플로깅 여행),2023-08-19,2023-08-22,신규 여행지 발굴;Well-ness 여행;친환경 여행(플로깅 여행)
g_g006775,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;호캉스 여행;야외 스포츠, 레포츠 활동",2023-09-09,2023-09-11,온천/스파;역사 유적지 방문;Well-ness 여행
g_g006777,역사 유적지 방문;지역 문화예술/공연/전시시설 관람;캠핑;지역 축제/이벤트 참가,2023-08-24,2023-08-27,"지역 문화예술/공연/전시시설 관람;테마파크, 놀이시설, 동/식물원 방문;신규 여행지 발굴"
g_g006785,"테마파크, 놀이시설, 동/식물원 방문;쇼핑;역사 유적지 방문;호캉스 여행;지역 문화예술/공연/전시시설 관람;시티투어;교육/체험 프로그램 참가;SNS 인생샷 여행",2023-08-28,2023-08-31,쇼핑;역사 유적지 방문;시티투어
g_g006787,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;시티투어;지역 문화예술/공연/전시시설 관람;유흥/오락(나이트라이프);호캉스 여행;신규 여행지 발굴;Well-ness 여행;SNS 인생샷 여행",2023-08-19,2023-08-22,"테마파크, 놀이시설, 동/식물원 방문;호캉스 여행;Well-ness 여행"
g_g006800,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;신규 여행지 발굴;호캉스 여행;친환경 여행(플로깅 여행)",2023-08-31,2023-09-03,Well-ness 여행;쇼핑;호캉스 여행
g_g006803,SNS 인생샷 여행;인플루언서 따라하기 여행;지역 축제/이벤트 참가,2023-08-15,2023-08-17,SNS 인생샷 여행;인플루언서 따라하기 여행;지역 축제/이벤트 참가
g_g006805,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;호캉스 여행;역사 유적지 방문;지역 문화예술/공연/전시시설 관람",2023-08-28,2023-08-31,SNS 인생샷 여행;호캉스 여행;시티투어
g_g006807,"쇼핑;SNS 인생샷 여행;호캉스 여행;야외 스포츠, 레포츠 활동",2023-08-18,2023-08-20,"야외 스포츠, 레포츠 활동;쇼핑;SNS 인생샷 여행"
g_g006812,등반 여행;역사 유적지 방문,2023-08-15,2023-08-16,역사 유적지 방문;등반 여행;Well-ness 여행
g_g006818,"쇼핑;드라마 촬영지 방문;테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가",2023-09-02,2023-09-05,Well-ness 여행;지역 문화예술/공연/전시시설 관람;인플루언서 따라하기 여행
g_g006822,"쇼핑;역사 유적지 방문;야외 스포츠, 레포츠 활동;드라마 촬영지 방문;Well-ness 여행;신규 여행지 발굴",2023-08-17,2023-08-20,"신규 여행지 발굴;야외 스포츠, 레포츠 활동;쇼핑"
g_g006828,"드라마 촬영지 방문;테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;캠핑;지역 축제/이벤트 참가",2023-08-15,2023-08-17,"Well-ness 여행;테마파크, 놀이시설, 동/식물원 방문;야외 스포츠, 레포츠 활동"
g_g006831,Well-ness 여행;SNS 인생샷 여행;호캉스 여행;신규 여행지 발굴;지역 문화예술/공연/전시시설 관람,2023-08-18,2023-08-21,"테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;지역 문화예술/공연/전시시설 관람"
g_g006834,쇼핑;드라마 촬영지 방문;SNS 인생샷 여행;역사 유적지 방문;시티투어,2023-08-18,2023-08-21,역사 유적지 방문;신규 여행지 발굴;시티투어
g_g006835,쇼핑;SNS 인생샷 여행;신규 여행지 발굴;인플루언서 따라하기 여행;역사 유적지 방문,2023-09-08,2023-09-11,드라마 촬영지 방문;인플루언서 따라하기 여행;신규 여행지 발굴
g_g006836,"쇼핑;드라마 촬영지 방문;테마파크, 놀이시설, 동/식물원 방문;호캉스 여행;시티투어",2023-08-29,2023-09-01,"테마파크, 놀이시설, 동/식물원 방문;호캉스 여행;쇼핑"
g_g006842,지역 문화예술/공연/전시시설 관람,2023-08-15,2023-08-17,"역사 유적지 방문;교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문"
g_g006843,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;시티투어",2023-09-04,2023-09-06,"테마파크, 놀이시설, 동/식물원 방문;쇼핑;시티투어"
g_g006844,교육/체험 프로그램 참가;종교/성지 순례;등반 여행,2023-08-19,2023-08-21,교육/체험 프로그램 참가;종교/성지 순례;역사 유적지 방문
g_g006859,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;인플루언서 따라하기 여행;역사 유적지 방문;지역 문화예술/공연/전시시설 관람",2023-08-17,2023-08-19,역사 유적지 방문;SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람
g_g006860,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;시티투어;지역 문화예술/공연/전시시설 관람",2023-09-02,2023-09-03,시티투어;쇼핑;지역 문화예술/공연/전시시설 관람
g_g006861,"드라마 촬영지 방문;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;반려동물 동반 여행;역사 유적지 방문",2023-08-16,2023-08-20,역사 유적지 방문;지역 문화예술/공연/전시시설 관람;교육/체험 프로그램 참가
g_g006877,"쇼핑;종교/성지 순례;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;시티투어",2023-08-26,2023-08-28,"종교/성지 순례;지역 문화예술/공연/전시시설 관람;테마파크, 놀이시설, 동/식물원 방문"
g_g006893,쇼핑;온천/스파;지역 축제/이벤트 참가,2023-08-17,2023-08-18,쇼핑;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가
g_g006910,SNS 인생샷 여행;신규 여행지 발굴;시티투어;지역 문화예술/공연/전시시설 관람,2023-08-16,2023-08-17,지역 문화예술/공연/전시시설 관람;SNS 인생샷 여행;신규 여행지 발굴
g_g006913,쇼핑;Well-ness 여행;역사 유적지 방문;시티투어;지역 문화예술/공연/전시시설 관람,2023-08-16,2023-08-17,Well-ness 여행;지역 문화예술/공연/전시시설 관람;역사 유적지 방문
g_g006921,"야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람;쇼핑;SNS 인생샷 여행;호캉스 여행;드라마 촬영지 방문;인플루언서 따라하기 여행;Well-ness 여행",2023-09-06,2023-09-09,"호캉스 여행;야외 스포츠, 레포츠 활동;친환경 여행(플로깅 여행)"
g_g006925,"SNS 인생샷 여행;역사 유적지 방문;시티투어;야외 스포츠, 레포츠 활동",2023-08-23,2023-08-26,SNS 인생샷 여행;역사 유적지 방문;Well-ness 여행
g_g006945,"쇼핑;SNS 인생샷 여행;인플루언서 따라하기 여행;야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람",2023-08-19,2023-08-21,쇼핑;역사 유적지 방문;SNS 인생샷 여행
g_g006946,역사 유적지 방문;시티투어;드라마 촬영지 방문;교육/체험 프로그램 참가;SNS 인생샷 여행;친환경 여행(플로깅 여행);쇼핑,2023-09-08,2023-09-11,역사 유적지 방문;시티투어;지역 문화예술/공연/전시시설 관람
g_g006947,교육/체험 프로그램 참가;Well-ness 여행;SNS 인생샷 여행;역사 유적지 방문;지역 문화예술/공연/전시시설 관람,2023-08-20,2023-08-23,신규 여행지 발굴;쇼핑;시티투어
g_g006954,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람",2023-08-15,2023-08-16,쇼핑;SNS 인생샷 여행;Well-ness 여행
g_g006961,"종교/성지 순례;Well-ness 여행;신규 여행지 발굴;등반 여행;야외 스포츠, 레포츠 활동",2023-08-29,2023-09-01,종교/성지 순례;Well-ness 여행;등반 여행
g_g006962,신규 여행지 발굴,2023-08-19,2023-08-20,신규 여행지 발굴;등반 여행;SNS 인생샷 여행
g_g006971,지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가;시티투어;Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴;인플루언서 따라하기 여행,2023-09-01,2023-09-04,신규 여행지 발굴;지역 문화예술/공연/전시시설 관람;시티투어
g_g006974,"종교/성지 순례;신규 여행지 발굴;친환경 여행(플로깅 여행);역사 유적지 방문;야외 스포츠, 레포츠 활동",2023-08-19,2023-08-21,역사 유적지 방문;신규 여행지 발굴;인플루언서 따라하기 여행
g_g006975,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행",2023-08-30,2023-09-02,"테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;쇼핑"
g_g006976,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;야외 스포츠, 레포츠 활동;지역 축제/이벤트 참가",2023-08-25,2023-08-28,"지역 문화예술/공연/전시시설 관람;역사 유적지 방문;야외 스포츠, 레포츠 활동"
g_g006983,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람;호캉스 여행",2023-08-17,2023-08-19,"테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;쇼핑"
g_g006986,SNS 인생샷 여행;호캉스 여행;지역 문화예술/공연/전시시설 관람,2023-09-01,2023-09-03,시티투어;SNS 인생샷 여행;호캉스 여행
g_g006989,쇼핑;Well-ness 여행;SNS 인생샷 여행;시티투어;유흥/오락(나이트라이프),2023-08-21,2023-08-23,역사 유적지 방문;시티투어;호캉스 여행
g_g006996,쇼핑;온천/스파;SNS 인생샷 여행;반려동물 동반 여행;인플루언서 따라하기 여행,2023-08-25,2023-08-28,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;온천/스파"
g_g006999,"쇼핑;인플루언서 따라하기 여행;SNS 인생샷 여행;드라마 촬영지 방문;야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람",2023-08-25,2023-08-28,인플루언서 따라하기 여행;SNS 인생샷 여행;드라마 촬영지 방문
g_g007007,"Well-ness 여행;SNS 인생샷 여행;친환경 여행(플로깅 여행);등반 여행;야외 스포츠, 레포츠 활동",2023-08-24,2023-08-25,등반 여행;온천/스파;지역 문화예술/공연/전시시설 관람
g_g007008,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;호캉스 여행;역사 유적지 방문;지역 문화예술/공연/전시시설 관람",2023-08-26,2023-08-28,호캉스 여행;지역 문화예술/공연/전시시설 관람;인플루언서 따라하기 여행
g_g007012,"쇼핑;SNS 인생샷 여행;시티투어;야외 스포츠, 레포츠 활동;유흥/오락(나이트라이프)",2023-08-26,2023-08-28,유흥/오락(나이트라이프);SNS 인생샷 여행;인플루언서 따라하기 여행
g_g007013,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;역사 유적지 방문;지역 문화예술/공연/전시시설 관람",2023-08-18,2023-08-21,"등반 여행;역사 유적지 방문;테마파크, 놀이시설, 동/식물원 방문"
g_g007015,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;테마파크, 놀이시설, 동/식물원 방문;시티투어;쇼핑;유흥/오락(나이트라이프);테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;친환경 여행(플로깅 여행);쇼핑;신규 여행지 발굴;테마파크, 놀이시설, 동/식물원 방문;친환경 여행(플로깅 여행);시티투어",2023-09-08,2023-09-11,"테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;신규 여행지 발굴"
g_g007017,"SNS 인생샷 여행;호캉스 여행;시티투어;야외 스포츠, 레포츠 활동;지역 축제/이벤트 참가",2023-08-18,2023-08-21,"호캉스 여행;야외 스포츠, 레포츠 활동;지역 축제/이벤트 참가"
g_g007022,SNS 인생샷 여행;시티투어;지역 축제/이벤트 참가,2023-09-09,2023-09-11,호캉스 여행;SNS 인생샷 여행;지역 축제/이벤트 참가
g_g007029,호캉스 여행;신규 여행지 발굴;유흥/오락(나이트라이프),2023-08-20,2023-08-23,유흥/오락(나이트라이프);호캉스 여행;신규 여행지 발굴
g_g007033,드라마 촬영지 방문;지역 문화예술/공연/전시시설 관람;캠핑,2023-08-19,2023-08-21,"지역 문화예술/공연/전시시설 관람;테마파크, 놀이시설, 동/식물원 방문;드라마 촬영지 방문"
g_g007035,온천/스파;SNS 인생샷 여행;신규 여행지 발굴;인플루언서 따라하기 여행;지역 문화예술/공연/전시시설 관람,2023-08-28,2023-08-30,SNS 인생샷 여행;쇼핑;지역 문화예술/공연/전시시설 관람
g_g007037,쇼핑;Well-ness 여행;SNS 인생샷 여행;호캉스 여행;역사 유적지 방문,2023-08-21,2023-08-23,SNS 인생샷 여행;인플루언서 따라하기 여행;시티투어
g_g007038,쇼핑;SNS 인생샷 여행;호캉스 여행;인플루언서 따라하기 여행,2023-08-19,2023-08-21,쇼핑;SNS 인생샷 여행;호캉스 여행
g_g007041,지역 축제/이벤트 참가,2023-09-01,2023-09-04,지역 축제/이벤트 참가;인플루언서 따라하기 여행;역사 유적지 방문
g_g007052,SNS 인생샷 여행;인플루언서 따라하기 여행;지역 문화예술/공연/전시시설 관람;유흥/오락(나이트라이프),2023-08-26,2023-08-27,지역 문화예술/공연/전시시설 관람;인플루언서 따라하기 여행;SNS 인생샷 여행
g_g007054,"SNS 인생샷 여행;인플루언서 따라하기 여행;종교/성지 순례;테마파크, 놀이시설, 동/식물원 방문",2023-08-19,2023-08-21,"테마파크, 놀이시설, 동/식물원 방문;인플루언서 따라하기 여행;역사 유적지 방문"
g_g007056,SNS 인생샷 여행;호캉스 여행,2023-08-19,2023-08-21,호캉스 여행;SNS 인생샷 여행;쇼핑
g_g007058,"드라마 촬영지 방문;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;신규 여행지 발굴;지역 문화예술/공연/전시시설 관람",2023-08-18,2023-08-21,"테마파크, 놀이시설, 동/식물원 방문;드라마 촬영지 방문;지역 문화예술/공연/전시시설 관람"
g_g007074,SNS 인생샷 여행;시티투어;지역 문화예술/공연/전시시설 관람,2023-08-19,2023-08-21,시티투어;지역 문화예술/공연/전시시설 관람;SNS 인생샷 여행
g_g007086,"드라마 촬영지 방문;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;인플루언서 따라하기 여행;역사 유적지 방문",2023-08-20,2023-08-22,쇼핑;드라마 촬영지 방문;Well-ness 여행
g_g007099,Well-ness 여행;SNS 인생샷 여행;역사 유적지 방문;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가,2023-09-01,2023-09-03,역사 유적지 방문;지역 문화예술/공연/전시시설 관람;Well-ness 여행
g_g007104,SNS 인생샷 여행;역사 유적지 방문,2023-09-05,2023-09-08,역사 유적지 방문;지역 문화예술/공연/전시시설 관람;신규 여행지 발굴
g_g007105,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;지역 문화예술/공연/전시시설 관람;유흥/오락(나이트라이프)",2023-08-20,2023-08-23,"역사 유적지 방문;지역 축제/이벤트 참가;테마파크, 놀이시설, 동/식물원 방문"
g_g007120,"쇼핑;드라마 촬영지 방문;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행",2023-09-09,2023-09-11,"SNS 인생샷 여행;야외 스포츠, 레포츠 활동;Well-ness 여행"
g_g007122,"쇼핑;드라마 촬영지 방문;테마파크, 놀이시설, 동/식물원 방문;호캉스 여행;역사 유적지 방문",2023-09-08,2023-09-10,지역 문화예술/공연/전시시설 관람;드라마 촬영지 방문;쇼핑
g_g007123,SNS 인생샷 여행;호캉스 여행;신규 여행지 발굴;인플루언서 따라하기 여행;친환경 여행(플로깅 여행),2023-08-18,2023-08-21,친환경 여행(플로깅 여행);드라마 촬영지 방문;SNS 인생샷 여행
g_g007152,"야외 스포츠, 레포츠 활동;쇼핑",2023-08-31,2023-09-01,"야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람;쇼핑"
g_g007157,SNS 인생샷 여행;호캉스 여행;신규 여행지 발굴;인플루언서 따라하기 여행,2023-08-26,2023-08-28,"테마파크, 놀이시설, 동/식물원 방문;호캉스 여행;SNS 인생샷 여행"
g_g007163,종교/성지 순례;인플루언서 따라하기 여행;지역 문화예술/공연/전시시설 관람,2023-08-19,2023-08-20,지역 문화예술/공연/전시시설 관람;종교/성지 순례;역사 유적지 방문
g_g007175,쇼핑;Well-ness 여행;SNS 인생샷 여행,2023-08-19,2023-08-21,"SNS 인생샷 여행;Well-ness 여행;야외 스포츠, 레포츠 활동"
g_g007176,쇼핑;드라마 촬영지 방문;시티투어;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가,2023-08-25,2023-08-28,지역 문화예술/공연/전시시설 관람;인플루언서 따라하기 여행;지역 축제/이벤트 참가
g_g007180,"테마파크, 놀이시설, 동/식물원 방문;시티투어;지역 문화예술/공연/전시시설 관람",2023-08-19,2023-08-20,"테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;지역 문화예술/공연/전시시설 관람"
g_g007196,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;호캉스 여행;인플루언서 따라하기 여행;역사 유적지 방문",2023-08-19,2023-08-21,"인플루언서 따라하기 여행;역사 유적지 방문;테마파크, 놀이시설, 동/식물원 방문"
g_g007199,"Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴;야외 스포츠, 레포츠 활동;지역 축제/이벤트 참가",2023-08-19,2023-08-21,"야외 스포츠, 레포츠 활동;Well-ness 여행;SNS 인생샷 여행"
g_g007208,드라마 촬영지 방문;Well-ness 여행;SNS 인생샷 여행;등반 여행;지역 문화예술/공연/전시시설 관람,2023-09-01,2023-09-04,SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람;드라마 촬영지 방문
g_g007209,"쇼핑;교육/체험 프로그램 참가;테마파크, 놀이시설, 동/식물원 방문;야외 스포츠, 레포츠 활동;캠핑",2023-08-20,2023-08-22,"야외 스포츠, 레포츠 활동;캠핑;교육/체험 프로그램 참가"
g_g007213,"온천/스파;테마파크, 놀이시설, 동/식물원 방문",2023-08-20,2023-08-21,"테마파크, 놀이시설, 동/식물원 방문;온천/스파;Well-ness 여행"
g_g007215,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;야외 스포츠, 레포츠 활동",2023-08-20,2023-08-21,"테마파크, 놀이시설, 동/식물원 방문;야외 스포츠, 레포츠 활동;SNS 인생샷 여행"
g_g007218,SNS 인생샷 여행;호캉스 여행,2023-08-25,2023-08-28,호캉스 여행;SNS 인생샷 여행;종교/성지 순례
g_g007223,드라마 촬영지 방문;SNS 인생샷 여행;신규 여행지 발굴;반려동물 동반 여행;지역 축제/이벤트 참가,2023-09-02,2023-09-04,쇼핑;SNS 인생샷 여행;반려동물 동반 여행
g_g007224,온천/스파;드라마 촬영지 방문;SNS 인생샷 여행;인플루언서 따라하기 여행,2023-08-22,2023-08-25,드라마 촬영지 방문;온천/스파;인플루언서 따라하기 여행
g_g007225,SNS 인생샷 여행;호캉스 여행;인플루언서 따라하기 여행;시티투어,2023-08-26,2023-08-28,호캉스 여행;시티투어;지역 축제/이벤트 참가
g_g007226,쇼핑;드라마 촬영지 방문;Well-ness 여행;시티투어;지역 문화예술/공연/전시시설 관람,2023-08-25,2023-08-28,쇼핑;역사 유적지 방문;SNS 인생샷 여행
g_g007227,쇼핑;Well-ness 여행;신규 여행지 발굴;역사 유적지 방문;시티투어,2023-09-01,2023-09-04,쇼핑;역사 유적지 방문;Well-ness 여행
g_g007228,온천/스파;드라마 촬영지 방문;Well-ness 여행;등반 여행;역사 유적지 방문,2023-09-05,2023-09-08,Well-ness 여행;드라마 촬영지 방문;쇼핑
g_g007230,드라마 촬영지 방문;SNS 인생샷 여행;인플루언서 따라하기 여행;역사 유적지 방문;지역 문화예술/공연/전시시설 관람,2023-08-22,2023-08-25,인플루언서 따라하기 여행;드라마 촬영지 방문;역사 유적지 방문
g_g007231,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;야외 스포츠, 레포츠 활동;유흥/오락(나이트라이프);캠핑",2023-08-20,2023-08-22,"야외 스포츠, 레포츠 활동;SNS 인생샷 여행;신규 여행지 발굴"
g_g007232,쇼핑;SNS 인생샷 여행;신규 여행지 발굴;인플루언서 따라하기 여행;시티투어,2023-08-21,2023-08-23,역사 유적지 방문;인플루언서 따라하기 여행;신규 여행지 발굴
g_g007236,Well-ness 여행;SNS 인생샷 여행;친환경 여행(플로깅 여행);등반 여행;역사 유적지 방문,2023-08-28,2023-08-30,"Well-ness 여행;등반 여행;야외 스포츠, 레포츠 활동"
g_g007244,등반 여행,2023-08-19,2023-08-20,역사 유적지 방문;등반 여행;Well-ness 여행
